010001 |R     And *|002402.0+383437 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|
239003 |gam   Cir  |152322.6-591915 |BE:       |  4.50   |   4.56     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
239004 |del   Cir  |151656.9-605726 |ELL       |  5.08   |(  0.1     )|            |V |            |     |                    |     |                 |72059 CPD  |
239008 |tet   Cir *|145644.0-624652 |GCAS      |  5.02   |   5.44     |            |V |            |     |                    |     |B3Vne            |08419 CPD  |
240001 |R     Col  |055033.0-291155 |M         |  7.8    |  15.0      |            |V |42016.      |     |   327.62           |39   |M3e-M7           |00001 00002|
240002 |S     Col  |054656.3-314128 |M         |  8.9    |  14.2      |            |V |40559.      |     |   325.85           |46   |M6e-M8           |00001 00002|
240003 |T     Col *|051917.3-334229 |M         |  6.6    |  12.7      |            |V |41973.      |     |   225.84           |50   |M3e-M6e          |00001 00002|
240004 |U     Col *|061453.1-330424 |EA/SD     | 10.4    |  11.0      |  10.5      |p |28521.774   |     |     1.24617466     |16   |A                |00007 08953|
240005 |V     Col  |061015.2-304555 |M         | 10.4    |< 15.       |            |p |14980.      |     |   300.             |     |Me               |00213 08953|
240006 |W     Col  |062751.9-400558 |M         |  9.3    |< 11.5      |            |p |15411.      |     |   327.             |     |M6e              |00213 08953|
240007 |X     Col  |052612.6-285021 |M         | 11.     |< 13.       |            |p |29500.      |     |   321.9            |     |                 |01004 2MASS|
240010 |RR    Col  |063319.0-351753 |EA        | 10.2    |  10.7      |            |p |14277.3     |     |    11.305       :/N|     |                 |00215 08953|
240011 |RS    Col *|051531.2-284502 |EW/DW     |  9.54   |   9.99     |   9.97     |V |40612.6483  |     |     0.672355       |    *|G+G              |00001 08953|
240012 |RT    Col  |051650.6-272825 |RRAB      | 12.4    |  13.5      |            |B |27779.550   |     |     0.5365936      |14   |A2II             |00016 02338|
240013 |RU    Col  |053450.8-302515 |EA/SD:    | 10.9    |  12.0      |            |p |28862.429  :|     |                    |     |                 |00016 03389|
240014 |RV    Col  |053544.2-304935 |SRD       |  9.3    |  10.3      |            |p |27800.      |     |   105.7            |40 : |G5               |00016 03389|
240015 |RW    Col  |060338.6-313525 |RRAB      | 11.5    |  12.5      |            |p |27808.515   |     |     0.529234       |15   |                 |00016 02338|
240016 |RX    Col  |061314.7-371501 |RRAB      | 11.4    |  12.6      |            |p |28812.567   |     |     0.594043       |     |                 |00016 02338|
240017 |RY    Col *|051507.8-413742 |RRAB      | 10.44   |  11.24     |            |V |34310.565   |     |     0.4788571      |15   |A7-F3            |03126 06286|
240018 |RZ    Col *|051954.1-355406 |EW/KE     | 11.0    |  11.58     |  11.20     |V |34326.2824  |     |     0.56522725     |     |                 |04826 04004|
240020 |ST    Col  |055903.9-392727 |EA        | 11.     |  11.5      |            |p |            |     |                    |     |                 |06561 06561|
240021 |SU    Col  |050747.0-335155 |RRAB      | 11.3    |  12.3      |            |p |            |     |                    |     |A2II             |      CoD  |
240022 |SV    Col  |053854.0-333756 |EA/SD:    | 11.4    |  12.2      |            |p |38708.300   |     |     3.6218         |     |                 |05532 05532|
240023 |SW    Col  |052324.0-394042 |LB:       |  5.71   |(  0.34    )|            |V |            |     |                    |     |M1III            |05890 CoD  |
240024 |SX    Col  |063135.0-365624 |LB:       |  6.28   |(  0.13    )|            |V |            |     |                    |     |M1III            |05840 CoD  |
240026 |SZ    Col  |050847.0-343102 |LB:       |  9.4    |  10.1      |            |p |            |     |                    |     |M6               |00085 CoD  |
240027 |TT    Col  |054906.4-322000 |SR:       | 12.     |  14.       |            |p |            |     |                    |     |M7               |00085 02381|
240028 |TU    Col  |055003.7-402412 |SR:       | 12.     |< 13.       |            |p |            |     |                    |     |                 |00085 02381|
240030 |TW    Col  |060051.0-425214 |ACV       |  7.0    |(  0.032   )|            |V |            |     |                    |     |                 |67064 CoD  |
240032 |TY    Col  |055750.8-380403 |RS        |  9.57   |   9.64     |            |V |            |     |                    |     |                 |71106 GSC  |
240033 |TZ    Col  |055216.0-283925 |RS        |  9.05   |(  0.06    )|            |V |            |     |                    |     |                 |72060 CoD  |
240035 |UV    Col  |051638.4-405300 |M         |  4.07   |   5.59     |            |J |            |     |                    |     |                 |73014 GSC  |
240037 |UX    Col  |052856.5-332816 |RS:       | 10.53   |  10.61     |            |V |            |     |                    |     |                 |73103 CoD  |
240038 |UY    Col  |055941.4-303954 |DSCT      |  8.95   |   9.12     |            |V |            |     |                    |     |                 |73114 CoD  |
240039 |UZ    Col  |050706.2-374202 |LB:       |  8.59   |   8.74     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240040 |VV    Col  |050915.1-381314 |LB        |  9.34   |   9.61     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240041 |VW    Col *|051800.4-272927 |EA        |  9.24   |  10.33     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240042 |VX    Col  |051803.4-300009 |LB:       |  8.48   |   8.58     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240043 |VY    Col  |052924.5-305722 |SRB       |  7.65   |   7.89     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240044 |VZ    Col  |053014.0-424150 |BY:       |  9.77   |   9.91     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240045 |WW    Col  |053415.9-362601 |LB:       |  9.52   |   9.65     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240046 |WX    Col  |053712.9-424256 |RS:       |  9.36   |   9.48     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240047 |WY    Col  |053930.0-363359 |LB:       |  9.19   |   9.30     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240048 |WZ    Col  |054215.2-344004 |LPB:      |  5.27   |   5.29     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240049 |XX    Col  |054314.5-332530 |SRB       |  6.75   |   6.93     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240050 |XY    Col  |054610.2-352349 |LB:       |  8.94   |   9.10     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240051 |XZ    Col  |054812.8-331353 |LB:       |  9.17   |   9.27     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240052 |YY    Col  |054905.3-282247 |SRD       |  8.47   |   8.64     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240053 |YZ    Col  |055121.4-415742 |SRD       |  9.06   |   9.23     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240054 |ZZ    Col  |055239.5-364253 |SRB       |  8.68   |   8.85     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240055 |AA    Col  |055432.7-350507 |DSCTC     |  8.18   |   8.25     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240056 |AB    Col  |055534.5-285713 |SRB:      |  7.71   |   7.87     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240057 |AC    Col  |060430.7-340328 |SRD       |  8.58   |   9.09     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240058 |AD    Col  |060524.7-284039 |E:        |  7.66   |   7.84     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240059 |AE    Col  |060814.5-285941 |BY:       | 11.69   |  11.99     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240060 |AF    Col  |061010.4-402114 |LB        |  5.46   |   5.68     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240061 |AG    Col  |061411.9-341518 |LB        |  8.78   |   9.10     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240062 |AH    Col  |062542.5-354151 |ACV       |  7.83   |   7.89     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240063 |AI    Col  |062852.7-372029 |SRB       |  8.15   |   8.27     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240064 |AK    Col  |063143.4-343001 |EA        |  9.03   |   9.25     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240065 |AL    Col  |063145.2-371023 |ACV       |  7.46   |   7.53     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240066 |AM    Col  |063753.6-341745 |LB        |  9.05   |   9.31     |            |Hp|            |     |                    |     |                 |HIP   HIP  |
240067 |AN    Col  |052116.9-342042 |BE        |  6.03   |   6.11     |            |V |            |     |                    |     |                 |75098 CoD  |
240068 |AO    Col  |053245.8-280047 |M:        | 11.9    |< 15.0      |            |p |            |     |                    |     |                 |75002 UCAC2|
240071 |AR    Col  |063914.5-332210 |SR:       | 12.3    |  13.3      |            |V |            |     |                    |     |                 |76012 GSC  |
240072 |AS    Col  |052038.0-394518 |RS:       |  7.34   |   7.38     |            |V |            |     |     0.690       :  |     |F5/6V            |78046 DM   |
240073 |AT    Col  |053705.3-393226 |BY        |  9.52   |   9.61     |            |V |            |     |     1.422          |     |K0V              |78046 DM   |
