010004 |U     And  |011529.7+404308 |M         |  9.0    |  15.0      |V |49564.      |     |   347.7            |40   |M6e              |00001 00002|
260328 |QT    CrA  |180912.4-401213 |SRD:      | 11.4    |  12.5      |p |            |     |    79.145          |47   |A/Fe-K           |00235 06286|
260384 |V0384 CrA  |185137.7-380815 |M         | 10.3    |  15.       |p |21123.      |     |   203.             |     |Me               |00256 08613|
260385 |V0385 CrA *|180153.7-423711 |RV        | 11.5    |  14.0      |p |30991.      |     |    79.7            |     |                 |04151 04151|
260390 |V0390 CrA  |185218. -372121:|M         | 11.3    |  15.0      |p |20713.      |     |   179.             |     |                 |00256 08613|
260411 |V0411 CrA  |184303.0-385535 |M         | 11.5    |< 16.0      |p |25764.      |     |   340.             |     |M3e              |04229 04229|
260412 |V0412 CrA  |184515.5-383419 |EA/DM:    | 10.7    |  11.3      |V |34338.32    |     |     4.8370         |10 :*|                 |00080 08613|
260413 |V0413 CrA *|184757.6-374423 |RRAB      | 10.23   |  10.90     |V |41500.369   |     |     0.589339       |17   |F0-F8            |05233 06286|
260441 |V0441 CrA  |182954.7-410656 |M         | 11.2    |< 15.5      |p |31560.      |     |   379.             |     |                 |03516 03516|
260454 |V0454 CrA *|175909.9-393817 |EA/DM     | 10.1    |  10.9      |p |31264.460   |     |     2.396874       |08  *|A5               |03513 03513|
260543 |V0543 CrA  |181826.3-413923 |M         | 11.0    |< 15.5      |p |29800.      |     |   328.             |     |Me               |03516 03516|
260581 |V0581 CrA  |182443.5-452444 |M         | 10.9    |< 15.5      |p |31325.      |     |  1100.          :  |     |                 |03513 03513|
260592 |V0592 CrA  |182620.8-445950 |RRAB      | 11.5    |  13.1      |p |31001.3205  |     |     0.5937039      |16   |                 |03516 03516|
260668 |V0668 CrA  |183224.8-421914 |DSCTC     |  8.70   |   8.76     |V |            |     |     0.088          |     |A4/5V            |06338 CoD  |
260685 |V0685 CrA  |184948.0-444117 |M:        | 11.5    |  16.0      |p |            |     |                    |     |Me               |04725 06031|
260695 |V0695 CrA  |175903.3-384740 |M         |  9.35   |  11.59     |J |            |     |                    |     |                 |71144 2MASS|
260696 |V0696 CrA  |180005.1-380142 |M         | 10.15   |  12.57     |J |            |     |                    |     |                 |71144 2MASS|
260698 |V0698 CrA  |180224.8-382713 |M         |  8.24   |  10.37     |J |            |     |                    |     |                 |71144 2MASS|
260700 |V0700 CrA  |180325.0-374620 |M         |  8.33   |   9.98     |J |            |     |                    |     |                 |71144 2MASS|
260702 |V0702 CrA  |190202.0-370744 |INT       | 10.48   |  10.58     |V |            |     |                    |     |                 |72063 72064|
260703 |V0703 CrA  |175846.6-390919 |M         | 10.55   |  14.04     |H |            |     |                    |     |                 |73116 2MASS|
260709 |V0709 CrA  |190134.9-370057 |INB       | 11.33   |  11.67     |V |            |     |                    |     |                 |73119 73120|
260711 |V0711 CrA  |180432.8-421324 |EB        |  8.36   |   8.69     |Hp|            |     |                    |     |                 |HIP   HIP  |
260714 |V0714 CrA  |181229.5-414258 |ACV       |  8.10   |   8.15     |Hp|            |     |                    |     |                 |HIP   HIP  |
260720 |V0720 CrA  |190709.1-390757 |LB        |  8.57   |   9.10     |Hp|            |     |                    |     |                 |HIP   HIP  |
260724 |V0724 CrA  |183922.8-382525 |SR:       | 10.0    |  11.0      |V |            |     |                    |     |                 |76054 GSC  |
260726 |V0726 CrA  |184430.8-434108 |M         | 11.0    |< 14.3      |V |            |     |                    |     |                 |76186 76187|
260729 |V0729 CrA  |183213.9-443701 |SRA       | 11.4    |  13.6      |V |52900       |     |   336.             |     |Me               |78090 2MASS|
260730 |V0730 CrA *|184921.2-381105 |EW:       |  9.78   |  10.01     |V |52470.531   |     |     0.84116        |     |                 |78130 DM   |
260731 |V0731 CrA *|183051.8-371649 |EB        | 10.9    |  11.3  :   |V |52796.754   |     |     0.537745       |     |                 |79011 DM   |
260732 |V0732 CrA  |184251.2-431121 |EA        | 10.68   |  11.51     |V |52712.879   |     |     1.00545        |16   |                 |79018 DM   |
260734 |V0734 CrA  |185108.7-431106 |EA        | 11.08   |  12.0      |V |52943.530   |     |     0.978382       |16   |                 |79003 DM   |
260735 |V0735 CrA  |191012.9-443117 |M         | 10.6    |  14.6      |V |53492.      |     |   373.             |     |                 |79064 GSC  |
270007 |X     CrB  |154853.5+361453 |M         |  8.5    |  14.2      |V |43719.      |     |   241.17           |46   |M5e-M7e          |00001 00002|
270008 |Y     CrB  |154643.7+381921 |SRB       | 10.9    |  12.8      |p |            |     |   300.             |     |M8               |      00567|
270009 |Z     CrB  |155608.4+291418 |M         |  8.8    |  15.5      |V |42514.      |     |   250.68           |42   |M4e-M5e          |00001 00002|
270010 |RR    CrB *|154126.2+383327 |SRB       |  8.4    |  10.1      |p |            |     |    60.8            |50   |M5               |01100 00002|
270011 |RS    CrB *|155830.8+360120 |SRA       |  8.7    |  11.6      |p |34825.      |     |   332.2            |47   |M7               |02430 08953|
270012 |RT    CrB *|153803.0+292914 |EA/AR:/RS | 10.20   |  10.82     |V |28273.243   |     |     5.1171590      |08  *|G0               |08592 08953|
270013 |RU    CrB  |153536.6+254510 |SRA       | 10.6    |  11.7      |V |25812.      |     |   436.             |52   |M5               |00373 BD   |
270014 |RV    CrB *|161925.9+294248 |RRC       | 11.14   |  11.70     |V |42926.334   |     |     0.331565       |36   |A9               |08697 01102|
270015 |RW    CrB *|153915.2+293720 |EA/SD:    | 10.22   |  10.78     |V |40751.7302  |     |     0.7264114      |20   |F2V              |06497 08953|
270016 |RX    CrB  |151749.4+293953 |CST:      | 10.2    |  11.8      |p |            |     |                    |     |A-F              |      08953|
270017 |RY    CrB  |162305.1+305101 |SRB       |  9.2    |  10.4      |V |31344.      |     |    90.             |52   |M10III           |03246 08953|
270019 |SS    CrB  |154127.1+363741 |LB        | 10.     |  11.       |p |            |     |                    |     |M5               |00922 08953|
270020 |ST    CrB  |155016.0+381949 |LB        | 10.5    |  11.5      |p |            |     |                    |     |M5               |00922 00922|
270024 |SX    CrB  |161523.8+331948 |LB        |  9.8    |  10.3      |p |            |     |                    |     |M5               |00169 02379|
270025 |SY    CrB  |153655.2+323454 |LB        | 10.4    |  11.0      |p |            |     |                    |     |M6               |04022 08953|
270027 |TT    CrB  |154831.7+281655 |SRB       | 10.9    |  12.1      |V |            |     |    60.          :  |     |M2               |07019 04187|
270029 |TV    CrB  |152221.4+265238 |RRAB      | 10.6    |  12.2      |p |31618.537   |     |     0.5846145      |15   |A8               |05436 03160|
270030 |TW    CrB *|160650.7+271635 |EB/KE     | 10.5    |  11.3      |p |37898.3681  |     |     0.58887327     |     |                 |07063 04239|
270031 |TX    CrB  |154633.5+314047 |SR:       | 10.8    |  11.6      |p |            |     |                    |     |M3               |00819 BD   |
270034 |UU    CrB *|152252.8+313313 |*         |  8.59   |   8.64     |V |44381.753   |     |                    |     |F8               |08751 BD   |
270040 |VV    CrB  |155058.8+313004 |SRB       | 10.9    |  12.6      |p |            |     |                    |     |                 |73123 GSC  |
270050 |XY    CrB  |153626.2+372236 |LB:       |  8.18   |   8.30     |Hp|            |     |                    |     |                 |HIP   HIP  |
270051 |XZ    CrB  |155034.3+342530 |LB:       |  9.47   |   9.66     |Hp|            |     |                    |     |                 |HIP   HIP  |
270052 |YY    CrB  |155032.4+375008 |EW        |  8.64   |   9.13     |Hp|            |     |                    |     |                 |HIP   HIP  |
270053 |YZ    CrB  |155338.9+254715 |LB:       |  9.18   |   9.30     |Hp|            |     |                    |     |                 |HIP   HIP  |
270055 |AA    CrB  |155813.3+281622 |LB:       |  9.41   |   9.53     |Hp|            |     |                    |     |                 |HIP   HIP  |
270056 |AB    CrB  |160457.4+273820 |LB:       |  9.15   |   9.26     |Hp|            |     |                    |     |                 |HIP   HIP  |
270057 |AC    CrB  |160540.4+305501 |LB:       |  8.23   |   8.36     |Hp|            |     |                    |     |                 |HIP   HIP  |
270058 |AD    CrB  |160708.7+322247 |SRB:      |  8.73   |   9.11     |Hp|            |     |                    |     |                 |HIP   HIP  |
270059 |AE    CrB  |160812.5+373601 |LB:       |  9.97   |  10.16     |Hp|            |     |                    |     |                 |HIP   HIP  |
270060 |AF    CrB  |160924.8+305201 |LB:       |  9.72   |   9.83     |Hp|            |     |                    |     |                 |HIP   HIP  |
270061 |AG    CrB  |161053.3+290830 |SRB       |  9.10   |   9.37     |Hp|            |     |                    |     |                 |HIP   HIP  |
270062 |AH    CrB  |162035.0+343740 |SRB       |  8.41   |   8.93     |Hp|            |     |                    |     |                 |HIP   HIP  |
270063 |AI    CrB  |162104.4+373932 |LB:       |  9.18   |   9.28     |Hp|            |     |                    |     |                 |HIP   HIP  |
270064 |AK    CrB  |155601.5+370622 |SR:       | 11.2    |  12.4      |V |            |     |                    |     |                 |76012 GSC  |
270065 |AL    CrB *|155830.5+265111 |*         |  8.49   |   8.55     |V |            |     |                    |     |                 |77119 DM   |
270067 |AN    CrB  |153530.2+361235 |BY        |  8.61   |(  0.02    )|V |            |     |     9.37        :  |     |K0V              |78018 DM   |
270068 |AO    CrB  |153925.2+273735 |BY        |  8.99   |(  0.04    )|V |            |     |     6.98           |     |G5V              |78018 DM   |
270071 |AR    CrB *|155918.6+275215 |EW        | 10.84   |  11.45     |* |52365.5044  |     |     0.397352       |     |                 |78264 GSC  |
270072 |AS    CrB *|160014.5+351232 |EW        | 11.34   |  11.85     |* |52409.4467  |     |     0.380658       |     |                 |78264 GSC  |
270073 |AT    CrB  |160629.6+383756 |BY        |  8.58   |(  0.02    )|V |            |     |    26.02           |     |K3V              |78018 DM   |
270076 |AW    CrB *|161520.2+354226 |DSCT:     | 11.08   |  11.35     |* |51295.3703  |     |     0.180465       |     |                 |78264 GSC  |
280002 |S     Crv  |123735.8-171551 |LB        | 10.1    |  11.0      |p |            |     |                    |     |M5               |      01107|
280004 |U     Crv *|123502.0-182739 |M         | 10.1    |< 15.       |p |38480.      |     |   283.42           |     |M5e              |00001 08953|
280006 |W     Crv *|120734.4-130859 |EB/KW:    | 11.16   |  12.50     |V |39647.766   |     |     0.38808083     |     |                 |00001 00192|
280007 |X     Crv  |124843.4-193020 |SRB       | 10.8    |< 12.0      |p |            |     |   112.3            |     |M6III            |00018 BD   |
280008 |Y     Crv *|123810.5-150000 |EW/KE     | 11.0    |  11.7      |p |25620.646   |     |     0.4948130      |     |A0               |03646 00464|
280010 |RR    Crv  |123026.9-175853 |E/SD      | 11.1    |  13.9      |p |29392.209   |     |     5.158122       |     |                 |01109 06286|
280013 |RU    Crv  |123456.4-205011 |SR        | 10.4    |  11.0      |p |            |     |                    |     |M2               |01109 08953|
280014 |RV    Crv *|123740.7-193440 |EB/KE     |  8.60   |   9.16     |V |41029.384   |     |     0.7472521      |     |F0+G0:           |07026 08953|
